,positive,pos_count,negative,neg_count,stock,date,close,volume,stock,title,2015/12,2016/12,2017/12,2018/12,2019/12,2020/12(E),2021/12(E),2022/12(E),stock
114,,,,,,2020-07-17,18100.0,832890.0,대한항공,"한진인터, 브릿지론·지분매각 중단…대한항공에 3.5억달러 상환",,,,,,,,,
115,,,,,,2020-07-16,18200.0,2300332.0,대한항공,"비예나 펄펄 난 대한항공, 현대캐피탈 꺾고 3위 도약",,,,,,,,,
116,,,,,,2020-07-15,17500.0,1397443.0,대한항공,해운·항공 운임 '반짝' 급등…언제까지?,,,,,,,,,
117,,,,,,2020-07-14,17000.0,767065.0,대한항공,"대한항공, 국토부 평가 최고 등급 받아···3개 항목 A 기록",,,,,,,,,
118,,,,,,2020-07-13,16850.0,766407.0,대한항공,[데스크리포트] 11월 기업 동향과 전망-항공 물류,,,,,,,,,
119,,,,,,,,,,"대한항공 비예나 ""그동안 못해서 많이 힘들고 민망했다""",,,,,,,,,
120,,,,,,,,,,대한항공 2분기 연속 흑자...조원태 리더십 '주효',,,,,,,,,
121,,,,,,2020-07-10,16650.0,1037508.0,대한항공,"대한항공, 국토부 ‘2019 항공교통서비스평가’서 전 항목 최고 등급",,,,,,,,,
122,,,,,,2020-07-09,17150.0,972190.0,대한항공,[데스크리포트] 11월 기업 동향과 전망-항공 물류,,,,,,,,,
123,,,,,,2020-07-08,16800.0,1362072.0,대한항공,"대한항공 비예나 ""그동안 못해서 많이 힘들고 민망했다""",,,,,,,,,
124,,,,,,2020-07-07,17200.0,1517326.0,대한항공,"대한항공, '항공교통서비스평가' 전 항목 최고등급",,,,,,,,,
125,,,,,,2020-07-06,17750.0,818899.0,대한항공,"대한항공, 3Q 영업익 76억원…전년비 94%↓",,,,,,,,,
126,,,,,,,,,,"[천안 승장]대한항공 산틸리 감독의 믿음 ""원했던 배구가 안된다고 해서 두렵...",,,,,,,,,
127,,,,,,,,,,"'비예나+정지석 46점 합작' 대한항공, 현대캐피탈에 3-1 역전승 [천안 리뷰]",,,,,,,,,
128,,,,,,,,,,"'자금 확보 안간힘' 위기의 항공사들, 너도나도 유상증자행",,,,,,,,,
129,,,,,,2020-07-03,17800.0,711322.0,대한항공,"비예나 25점 폭발...대한항공, 현대캐피탈에 역전승",,,,,,,,,
130,,,,,,2020-07-02,17750.0,523526.0,대한항공,"대한항공, 국토부 2019 항공교통서비스평가 서비스 최고 등급 획득",,,,,,,,,
131,,,,,,2020-07-01,17650.0,623031.0,대한항공,"대한항공, 2019 항공교통서비스평가 전항목 최고 등급",,,,,,,,,
132,,,,,,2020-06-30,17350.0,1378688.0,대한항공,"'자금 확보 안간힘' 위기의 항공사들, 너도나도 유상증자행",,,,,,,,,
133,,,,,,2020-06-29,17450.0,797297.0,대한항공,"비예나 25점 폭발...대한항공, 현대캐피탈에 역전승",,,,,,,,,
134,,,,,,,,,,"대한항공, 'C-쇼크' 속 3Q 영업익 76억 흑자…당기순손실 3859억, 적자 늪 지...",,,,,,,,,
135,,,,,,,,,,'챔피언결정전의 기억' 현대캐피탈 vs 대한항공,,,,,,,,,
136,,,,,,2020-06-26,17850.0,704995.0,대한항공,"'비예나 부활 신호탄' 대한항공, 현대캐피탈에 3:1 승리로 3위 도약",,,,,,,,,
137,,,,,,2020-06-25,17600.0,1041061.0,대한항공,"[프로배구] '비예나 25점' 대한항공, 현대캐피탈에 역전승",,,,,,,,,
138,,,,,,2020-06-24,18050.0,1930870.0,대한항공,"대한항공, 항공교통서비스평가’ 전 항목 최고 등급 달성",,,,,,,,,
139,,,,,,2020-06-23,18500.0,1343332.0,대한항공,"기안기금 주저하는 항공 업계…""고금리에 언감생심""",,,,,,,,,
140,,,,,,2020-06-22,19000.0,752269.0,대한항공,"대한항공, 국토부 '항공교통서비스평가'서 최고 등급",,,,,,,,,
141,,,,,,,,,,"대한항공, 'C-쇼크' 속 3Q 영업익 76억 흑자…당기순손실 3859억, 적자 늪 지...",,,,,,,,,
142,,,,,,,,,,"항공업계, 고금리 기안기금보다는 각자도생으로 보릿고개 버티기",,,,,,,,,
143,,,,,,,,,,"대한항공, 국토부 항공교통서비스평가서 '최고' 등급",,,,,,,,,
144,,,,,,2020-06-19,19450.0,856401.0,대한항공,'챔피언결정전의 기억' 현대캐피탈 vs 대한항공,,,,,,,,,
145,,,,,,2020-06-18,19300.0,755779.0,대한항공,"'비예나 부활 신호탄' 대한항공, 현대캐피탈에 3:1 승리로 3위 도약",,,,,,,,,
146,,,,,,2020-06-17,19250.0,823177.0,대한항공,"[프로배구] '비예나 25점' 대한항공, 현대캐피탈에 역전승",,,,,,,,,
147,,,,,,2020-06-16,19750.0,870917.0,대한항공,"대한항공, 항공교통서비스평가’ 전 항목 최고 등급 달성",,,,,,,,,
148,,,,,,2020-06-15,19000.0,1311311.0,대한항공,"기안기금 주저하는 항공 업계…""고금리에 언감생심""",,,,,,,,,
149,,,,,,,,,,3분기 실적도 '암울'…항공사 '보릿고개 버티기',,,,,,,,,
150,,,,,,,,,,'챔피언결정전의 기억' 현대캐피탈 vs 대한항공,,,,,,,,,
151,,,,,,2020-06-12,19800.0,1765215.0,대한항공,"대한항공, 국토부 ‘항공서비스평가’ 全항목 A등급 획득",,,,,,,,,
152,,,,,,2020-06-11,20450.0,2086872.0,대한항공,"'비예나 부활 신호탄' 대한항공, 현대캐피탈에 3:1 승리로 3위 도약",,,,,,,,,
153,,,,,,2020-06-10,20700.0,1440026.0,대한항공,"[기업] 대한항공, 국토부 항공교통서비스평가 전 항목 최고등급",,,,,,,,,
154,,,,,,2020-06-09,21100.0,1770592.0,대한항공,"[프로배구] '비예나 25점' 대한항공, 현대캐피탈에 역전승",,,,,,,,,
155,,,,,,2020-06-08,20700.0,2366521.0,대한항공,"대한항공, 항공교통서비스평가’ 전 항목 최고 등급 달성",,,,,,,,,
156,,,,,,,,,,"기안기금 주저하는 항공 업계…""고금리에 언감생심""",,,,,,,,,
157,,,,,,,,,,3분기 실적도 '암울'…항공사 '보릿고개 버티기',,,,,,,,,
158,,,,,,,,,,"[속보] 대한항공, 3분기 영업이익 76억원…코로나19에도 연속 흑자",,,,,,,,,
159,,,,,,2020-06-05,20600.0,7552462.0,대한항공,"[천안 리포트]대한항공 산틸리 감독 ""외국인 선수 늘리면 V리그 더 좋아질 것...",,,,,,,,,
160,,,,,,2020-06-04,22900.0,3648385.0,대한항공,"대한항공, 2019 항공교통서비스평가서 전 항목 최고 등급",,,,,,,,,
161,,,,,,2020-06-03,22350.0,3549822.0,대한항공,"대한항공, 국토부 ‘2019 항공교통서비스평가’서 최고 등급",,,,,,,,,
162,,,,,,2020-06-02,21100.0,1373059.0,대한항공,3분기 실적도 '암울'…항공사 '보릿고개 버티기',,,,,,,,,
163,,,,,,2020-06-01,20850.0,1139791.0,대한항공,"[속보] 대한항공, 3분기 영업이익 76억원…코로나19에도 연속 흑자",,,,,,,,,
164,,,,,,,,,,"[천안 리포트]대한항공 산틸리 감독 ""외국인 선수 늘리면 V리그 더 좋아질 것...",,,,,,,,,
165,,,,,,,,,,"코로나 직격탄 맞은 호텔-항공株, 주가 반등 시동거나",,,,,,,,,
166,,,,,,2020-05-29,20700.0,1361902.0,대한항공,美 대선 이후 유가·환율 흐름에 항공업계 촉각,,,,,,,,,
167,,,,,,2020-05-28,21400.0,3166883.0,대한항공,10월 국내선 선방에도 웃지 못하는 항공업계,,,,,,,,,
168,,,,,,2020-05-27,20950.0,3409841.0,대한항공,"제주항공에 1,900억원 지원···자금난 숨통 틔운다",,,,,,,,,
169,,,,,,2020-05-26,20250.0,2295923.0,대한항공,‘7천원 제주 티켓 ㅠㅠ’ 실적회복에도 저가항공사는 눈물,,,,,,,,,
170,,,,,,2020-05-25,19350.0,878850.0,대한항공,"대한항공, 국토부 항공교통서비스평가 전 항목 최고",,,,,,,,,
171,,,,,,,,,,"[속보] 대한항공, 3분기 영업이익 76억원…코로나19에도 연속 흑자",,,,,,,,,
172,,,,,,,,,,"[천안 리포트]대한항공 산틸리 감독 ""외국인 선수 늘리면 V리그 더 좋아질 것...",,,,,,,,,
173,,,,,,,,,,"코로나 직격탄 맞은 호텔-항공株, 주가 반등 시동거나",,,,,,,,,
174,,,,,,2020-05-22,19600.0,1217839.0,대한항공,대한항공 2019 항공교통서비스 평가 최고 등급,,,,,,,,,
175,,,,,,2020-05-21,20100.0,2526004.0,대한항공,美 대선 이후 유가·환율 흐름에 항공업계 촉각,,,,,,,,,
176,,,,,,2020-05-20,19600.0,1486271.0,대한항공,10월 국내선 선방에도 웃지 못하는 항공업계,,,,,,,,,
177,,,,,,2020-05-19,19500.0,4285639.0,대한항공,"제주항공에 1,900억원 지원···자금난 숨통 틔운다",,,,,,,,,
178,,,,,,2020-05-18,18050.0,733920.0,대한항공,‘7천원 제주 티켓 ㅠㅠ’ 실적회복에도 저가항공사는 눈물,,,,,,,,,
179,,,,,,,,,,"[업종공략] 백신, 항공, 녹십자",,,,,,,,,
180,,,,,,,,,,"대한항공, 국토부 '2019 항공교통서비스평가'서 전 항목 최고 등급",,,,,,,,,
181,,,,,,2020-05-15,18200.0,1008564.0,대한항공,10월 국내선 선방에도 웃지 못하는 항공업계,,,,,,,,,
182,,,,,,2020-05-14,18900.0,1839940.0,대한항공,"대한항공, ‘2019 항공교통서비스평가’ 전항목 최고 등급",,,,,,,,,
183,,,,,,2020-05-13,18200.0,1111367.0,대한항공,"제주항공에 1,900억원 지원···자금난 숨통 틔운다",,,,,,,,,
184,,,,,,2020-05-12,18300.0,1293534.0,대한항공,‘7천원 제주 티켓 ㅠㅠ’ 실적회복에도 저가항공사는 눈물,,,,,,,,,
185,,,,,,2020-05-11,18850.0,894652.0,대한항공,"[업종공략] 백신, 항공, 녹십자",,,,,,,,,
186,,,,,,,,,,"케이타 37점 폭발…KB손보, 대한항공 꺾고 3연승",,,,,,,,,
187,,,,,,,,,,"대한항공 정시성, 안전성, 소비자 보호 등 3개 항목 최고 등급",,,,,,,,,
188,,,,,,,,,,대한항공 '마일리지 세계일주' 내년 4월 없앤다… 소비자들 “코로나로 못 갔...,,,,,,,,,
189,,,,,,2020-05-08,19200.0,861938.0,대한항공,"정지석·비예나 쌍포 활약 대한항공, 현대캐피탈에 역전승",,,,,,,,,
190,,,,,,2020-05-07,19150.0,2448966.0,대한항공,,,,,,,,,,
191,,,,,,2020-05-06,18750.0,1492011.0,대한항공,,,,,,,,,,
192,,,,,,2020-05-04,19100.0,1404498.0,대한항공,,,,,,,,,,
193,,,,,,2020-04-29,19800.0,1195736.0,대한항공,,,,,,,,,,
196,,,,,,2020-04-28,19700.0,1183182.0,대한항공,,,,,,,,,,
197,,,,,,2020-04-27,19900.0,2479832.0,대한항공,,,,,,,,,,
198,,,,,,2020-04-24,19800.0,2424059.0,대한항공,,,,,,,,,,
199,,,,,,2020-04-23,19750.0,1799306.0,대한항공,,,,,,,,,,
200,,,,,,2020-04-22,19250.0,2252530.0,대한항공,,,,,,,,,,
204,,,,,,2020-04-21,19150.0,3995839.0,대한항공,,,,,,,,,,
205,,,,,,2020-04-20,19550.0,6811234.0,대한항공,,,,,,,,,,
206,,,,,,2020-04-17,20900.0,10793150.0,대한항공,,,,,,,,,,
207,,,,,,2020-04-16,19600.0,1268180.0,대한항공,,,,,,,,,,
208,,,,,,2020-04-14,19600.0,1093672.0,대한항공,,,,,,,,,,
211,,,,,,2020-04-13,19550.0,1407900.0,대한항공,,,,,,,,,,
212,,,,,,2020-04-10,20350.0,1814721.0,대한항공,,,,,,,,,,
213,,,,,,2020-04-09,19950.0,2675324.0,대한항공,,,,,,,,,,
214,,,,,,2020-04-08,19100.0,1552064.0,대한항공,,,,,,,,,,
215,,,,,,2020-04-07,19150.0,2383781.0,대한항공,,,,,,,,,,
219,,,,,,2020-04-06,18700.0,2222663.0,대한항공,,,,,,,,,,
220,,,,,,2020-04-03,18650.0,1199424.0,대한항공,,,,,,,,,,
221,,,,,,2020-04-02,19000.0,1945272.0,대한항공,,,,,,,,,,
222,,,,,,2020-04-01,18850.0,5527052.0,대한항공,,,,,,,,,,
223,,,,,,2020-03-31,18700.0,1312182.0,대한항공,,,,,,,,,,
BPS,,,,,,,,,,,30030.0,22149.0,37689.0,31563.0,27582.0,19425.0,19255.0,19513.0,대한항공
DPS,,,,,,,,,,,0.0,0.0,250.0,250.0,0.0,250.0,250.0,250.0,대한항공
EPS,,,,,,,,,,,-7341.0,-7106.0,8516.0,-1750.0,-6533.0,-2921.0,-91.0,300.0,대한항공
PBR,,,,,,,,,,,0.73,0.97,0.75,0.88,0.86,1.06,1.06,1.05,대한항공
PER,,,,,,,,,,,0.0,0.0,3.32,0.0,0.0,0.0,0.0,68.31,대한항공
ROA,,,,,,,,,,,-2.36,-2.31,3.3,-0.64,-2.36,-1.56,-0.07,0.19,대한항공
ROE,,,,,,,,,,,-25.23,-27.24,29.37,-5.05,-22.09,-13.31,-0.47,1.55,대한항공
당기순이익,,,,,,,,,,,-5630.0,-5568.0,8019.0,-1611.0,-6228.0,-4207.0,-184.0,506.0,대한항공
매출액,,,,,,,,,,,115448.0,117319.0,120922.0,130116.0,126834.0,80378.0,92042.0,109571.0,대한항공
발행주식수,,,,,,,,,,,78036.0,78036.0,94845.0,94845.0,94845.0,0.0,0.0,0.0,대한항공
배당수익률,,,,,,,,,,,0.0,0.0,0.88,0.9,0.0,0.0,0.0,0.0,대한항공
부채비율,,,,,,,,,,,867.59,1178.12,557.1,717.13,871.45,665.71,670.91,669.74,대한항공
부채총계,,,,,,,,,,,216813.0,220822.0,208976.0,226799.0,242333.0,234079.0,234694.0,237199.0,대한항공
비지배주주순이익,,,,,,,,,,,20.0,80.0,104.0,74.0,63.0,0.0,0.0,0.0,대한항공
비지배주주지분,,,,,,,,,,,1119.0,1137.0,1217.0,1231.0,1246.0,1105.0,1224.0,1205.0,대한항공
영업이익,,,,,,,,,,,8831.0,11208.0,9398.0,6712.0,2575.0,1908.0,4034.0,5884.0,대한항공
영업이익(발표기준),,,,,,,,,,,8831.0,11208.0,9398.0,6712.0,2575.0,0.0,0.0,0.0,대한항공
영업이익률,,,,,,,,,,,7.65,9.55,7.77,5.16,2.03,2.37,4.38,5.37,대한항공
유보율,,,,,,,,,,,545.6,376.18,656.48,533.53,453.63,0.0,0.0,0.0,대한항공
자본금,,,,,,,,,,,3698.0,3698.0,4798.0,4798.0,4798.0,8899.0,8959.0,8959.0,대한항공
자본총계,,,,,,,,,,,24990.0,18744.0,37511.0,31626.0,27808.0,35162.0,34982.0,35416.0,대한항공
자산총계,,,,,,,,,,,241804.0,239565.0,246487.0,258425.0,270141.0,269241.0,269676.0,272615.0,대한항공
지배주주순이익,,,,,,,,,,,-5650.0,-5649.0,7915.0,-1685.0,-6291.0,-4036.0,-160.0,526.0,대한항공
지배주주순이익률,,,,,,,,,,,-4.89,-4.81,6.55,-1.29,-4.96,-5.02,-0.17,0.48,대한항공
지배주주지분,,,,,,,,,,,23871.0,17607.0,36294.0,30395.0,26562.0,34057.0,33758.0,34211.0,대한항공
